year,importer1,importer2,flow1,flow2
2005,All Other Trade,All Other Trade,158.33,159.89
2005,All Other Trade,All Other Trade,56.95,260.63
2005,All Other Trade,All Other Trade,234.33,83.18
2005,All Other Trade,All Other Trade,271.08,46.29
2005,All Other Trade,All Other Trade,156.9,160.05
2005,All Other Trade,All Other Trade,315.81,1.13
2005,All Other Trade,All Other Trade,57.44,259.25
2005,All Other Trade,All Other Trade,266.65,49.85
2005,All Other Trade,All Other Trade,30.4,285.95
2005,All Other Trade,All Other Trade,8.5,307.58
2005,All Other Trade,All Other Trade,121.28,194.62
2005,All Other Trade,All Other Trade,102.33,212.79
2005,All Other Trade,All Other Trade,82.81,232.29
2005,All Other Trade,All Other Trade,287.02,27.63
2005,All Other Trade,All Other Trade,107.7,206.75
2005,All Other Trade,All Other Trade,137.18,177.17
2005,All Other Trade,All Other Trade,241.98,72.27
2005,All Other Trade,All Other Trade,29,284.49
2005,All Other Trade,All Other Trade,270.05,42.76
2005,All Other Trade,All Other Trade,121.64,190.08
2005,All Other Trade,All Other Trade,237.36,74.33
2005,All Other Trade,All Other Trade,36.07,275.13
2005,All Other Trade,All Other Trade,105.67,205.26
2005,All Other Trade,All Other Trade,39.76,271.02
2005,All Other Trade,All Other Trade,136.27,174.35
2005,All Other Trade,All Other Trade,309.24,1.25
2005,All Other Trade,All Other Trade,59.64,250.26
2005,All Other Trade,All Other Trade,115.63,194.08
2005,All Other Trade,All Other Trade,34.18,274.98
2005,All Other Trade,All Other Trade,201.22,107.84
2005,All Other Trade,All Other Trade,276.39,31.89
2005,All Other Trade,All Other Trade,87.45,220.71
2005,All Other Trade,All Other Trade,256.96,51.16
2005,All Other Trade,All Other Trade,49.55,258.32
2005,All Other Trade,All Other Trade,175.95,131.41
2005,All Other Trade,All Other Trade,150.5,155.72
2005,All Other Trade,All Other Trade,304.66,1.34
2005,All Other Trade,All Other Trade,268.01,37.51
2005,All Other Trade,All Other Trade,40.2,264.16
2005,All Other Trade,All Other Trade,43.14,261.16
2005,All Other Trade,All Other Trade,203.33,100.97
2005,All Other Trade,All Other Trade,234.08,70.16
2005,All Other Trade,All Other Trade,244.66,58.56
2005,All Other Trade,All Other Trade,233.4,69.46
2005,All Other Trade,All Other Trade,273.78,28.77
2005,All Other Trade,All Other Trade,165.22,137.01
2005,All Other Trade,All Other Trade,174.4,127.75
2005,All Other Trade,All Other Trade,208.37,93.66
2005,All Other Trade,All Other Trade,289.74,11.42
2005,All Other Trade,All Other Trade,140.25,160.66
2005,All Other Trade,All Other Trade,215.24,85.46
2005,All Other Trade,All Other Trade,28.93,271.25
2005,All Other Trade,All Other Trade,47.03,253.04
2005,All Other Trade,All Other Trade,295.36,4.69
2005,All Other Trade,All Other Trade,171.1,128.92
2005,All Other Trade,All Other Trade,274.61,24.91
2005,All Other Trade,All Other Trade,112.36,186.8
2005,All Other Trade,All Other Trade,188.07,110.59
2005,All Other Trade,All Other Trade,111.52,186.68
2005,All Other Trade,All Other Trade,285.11,12.56
2005,All Other Trade,All Other Trade,14.14,283.28
2005,All Other Trade,All Other Trade,157.14,139.4
2005,All Other Trade,All Other Trade,115.23,181.15
2005,All Other Trade,All Other Trade,291.83,4.36
2005,All Other Trade,All Other Trade,19.48,276.69
2005,All Other Trade,All Other Trade,206.2494,89.09404
2005,All Other Trade,All Other Trade,46.69,248.19
2005,All Other Trade,All Other Trade,277.51,16.84
2005,All Other Trade,All Other Trade,162.93,131.23
2005,All Other Trade,All Other Trade,152.48,141.36
2005,All Other Trade,All Other Trade,22.42,271.2
2005,All Other Trade,All Other Trade,40.37,252.84
2005,All Other Trade,All Other Trade,102.12,191.06
2005,All Other Trade,All Other Trade,26.03,266.79
2005,All Other Trade,All Other Trade,267.4,25.14
2005,All Other Trade,All Other Trade,6.07,286.08
2005,All Other Trade,All Other Trade,220.49,71.22
2005,All Other Trade,All Other Trade,111.93,179.21
2005,All Other Trade,All Other Trade,37.89,253.22
2005,All Other Trade,All Other Trade,73.44,217.13
2005,All Other Trade,All Other Trade,269.355,21.14843
2005,All Other Trade,All Other Trade,231.02,58.67
2005,All Other Trade,All Other Trade,259.59,29.26
2005,All Other Trade,All Other Trade,149.78,138.72
2005,All Other Trade,All Other Trade,269.53,18.91
2005,All Other Trade,All Other Trade,215.37,71.87
2005,All Other Trade,All Other Trade,114.67,172.28
2005,All Other Trade,All Other Trade,259.72,27.16
2005,All Other Trade,All Other Trade,65.31,220.94
2005,All Other Trade,All Other Trade,208.24,77.51
2005,All Other Trade,All Other Trade,54.68,230.5
2005,All Other Trade,All Other Trade,179.5,105.27
2005,All Other Trade,All Other Trade,149.69,134.95
2005,All Other Trade,All Other Trade,28.32,256.2
2005,All Other Trade,All Other Trade,135.4,149.03
2005,All Other Trade,All Other Trade,184.48,99.83
2005,All Other Trade,All Other Trade,248.6136,35.68979
2005,All Other Trade,All Other Trade,4.98,279.08
2005,All Other Trade,All Other Trade,184.0017,99.57004
2005,All Other Trade,All Other Trade,80.6,202.9
2005,All Other Trade,All Other Trade,282.95,0.26
2005,All Other Trade,All Other Trade,274.04,8.88
2005,All Other Trade,All Other Trade,50.55,231.21
2005,All Other Trade,All Other Trade,262.82,18.56
2005,All Other Trade,All Other Trade,269.53,11.75
2005,All Other Trade,All Other Trade,33.84,246.88
2005,All Other Trade,All Other Trade,12.06,268.43
2005,All Other Trade,All Other Trade,93.75,186.7
2005,All Other Trade,All Other Trade,73.39,206.92
2005,All Other Trade,All Other Trade,143.97,135.61
2005,All Other Trade,All Other Trade,165.09,114.12
2005,All Other Trade,All Other Trade,233.42,45.5
2005,All Other Trade,All Other Trade,180.54,98.16
2005,All Other Trade,All Other Trade,248.23,30.39
2005,All Other Trade,All Other Trade,117.12,161.28
2005,All Other Trade,All Other Trade,20.81,257.58
2005,All Other Trade,All Other Trade,202.92,74.75
2005,All Other Trade,All Other Trade,19.59,257.99
2005,All Other Trade,All Other Trade,264.65,12.65
2005,All Other Trade,All Other Trade,156.41,120.78
2005,All Other Trade,All Other Trade,262.17,14.9
2005,All Other Trade,All Other Trade,148.47,128.22
2005,All Other Trade,All Other Trade,267.13,9.5
2005,All Other Trade,All Other Trade,0.7,275.69
2005,All Other Trade,All Other Trade,40.49,235.7
2005,All Other Trade,All Other Trade,175.56,100.5
2005,All Other Trade,All Other Trade,10.76,265.17
2005,All Other Trade,All Other Trade,213.02,62.71
2005,All Other Trade,All Other Trade,102.39,173.08
2005,All Other Trade,All Other Trade,66.07,209.07
2005,All Other Trade,All Other Trade,272.47,2.27
2005,All Other Trade,All Other Trade,95.86,178.44
2005,All Other Trade,All Other Trade,124.18,148.87
2005,All Other Trade,All Other Trade,216.37,56.46
2005,All Other Trade,All Other Trade,41.41,231.38
2005,All Other Trade,All Other Trade,37.94,234.46
2005,All Other Trade,All Other Trade,150.17,122.11
2005,All Other Trade,All Other Trade,88.31,183.83
2005,All Other Trade,All Other Trade,8.43,263.16
2005,All Other Trade,All Other Trade,119.33,152.25
2005,All Other Trade,All Other Trade,211.85,59.12
2005,All Other Trade,All Other Trade,10.06,260.58
2005,All Other Trade,All Other Trade,235.07,34.94
2005,All Other Trade,All Other Trade,73.89,195.79
2005,All Other Trade,All Other Trade,161.63,107.85
2005,All Other Trade,All Other Trade,117.55,151.7
2005,All Other Trade,All Other Trade,8.85,260.18
2005,All Other Trade,All Other Trade,7.75,261.13
2005,All Other Trade,All Other Trade,107.76,161.1
2005,All Other Trade,All Other Trade,0.06,268.62
2005,All Other Trade,All Other Trade,180.6,87.81
2005,All Other Trade,All Other Trade,268.1,0.25
2005,All Other Trade,All Other Trade,14.53606,253.1389
2005,All Other Trade,All Other Trade,19.1,247.7
2005,All Other Trade,All Other Trade,15.39,251.13
2005,All Other Trade,All Other Trade,243.75,22.33
2005,All Other Trade,All Other Trade,164.32,101.33
2005,All Other Trade,All Other Trade,28.23,237.12
2005,All Other Trade,All Other Trade,75.67,189.37
2005,All Other Trade,All Other Trade,79.68,185.21
2005,All Other Trade,All Other Trade,264.76,0.1
2005,All Other Trade,All Other Trade,132.2,132.2
2005,All Other Trade,All Other Trade,70.06,194.21
2005,All Other Trade,All Other Trade,101.67,161.84
2005,All Other Trade,All Other Trade,162.06,101.05
2005,All Other Trade,All Other Trade,120.48,142.52
2005,All Other Trade,All Other Trade,81.62,181.32
2005,All Other Trade,All Other Trade,110.3,151.96
2005,All Other Trade,All Other Trade,261.01,1.24
2005,All Other Trade,All Other Trade,42.17,220.08
2005,All Other Trade,All Other Trade,249.57,12.49
2005,All Other Trade,All Other Trade,193.73,67.74
2005,All Other Trade,All Other Trade,2.96,258.49
2005,All Other Trade,All Other Trade,12.74,248.59
2005,All Other Trade,All Other Trade,108.52,152.45
2005,All Other Trade,All Other Trade,248.8,11.7
2005,All Other Trade,All Other Trade,41,219.37
2005,All Other Trade,All Other Trade,100.83,158.87
2005,All Other Trade,All Other Trade,76.32,183.12
2005,All Other Trade,All Other Trade,142.13,116.9
2005,All Other Trade,All Other Trade,2.46,255.88
2005,All Other Trade,All Other Trade,57.97,200.25
2005,All Other Trade,All Other Trade,6.87,251.05
2005,All Other Trade,All Other Trade,247.93,9.69
2005,All Other Trade,All Other Trade,256.89,0.71
2005,All Other Trade,All Other Trade,218.97,38.55
2005,All Other Trade,All Other Trade,122.7173,134.7327
2005,All Other Trade,All Other Trade,126.19,131.23
2005,All Other Trade,All Other Trade,87.76,169.26
2005,All Other Trade,All Other Trade,124.69,131.81
2005,All Other Trade,All Other Trade,65.26,191.21
2005,All Other Trade,All Other Trade,80.14,175.89
2005,All Other Trade,All Other Trade,0.87,255.11
2005,All Other Trade,All Other Trade,48.95,206.76
2005,All Other Trade,All Other Trade,147.16,108.22
2005,All Other Trade,All Other Trade,32.83,221.87
2005,All Other Trade,All Other Trade,234.97,19.63
2005,All Other Trade,All Other Trade,73.08,181.19
2005,All Other Trade,All Other Trade,43.53,210.61
2005,All Other Trade,All Other Trade,27.79,226.25
2005,All Other Trade,All Other Trade,109.59,144.25
2005,All Other Trade,All Other Trade,232.81,20.55
2005,All Other Trade,All Other Trade,70.53,181.81
2005,All Other Trade,All Other Trade,61.5,190.1
2005,All Other Trade,All Other Trade,180.36,71.01
2005,All Other Trade,All Other Trade,141.03,109.37
2005,All Other Trade,All Other Trade,225.2337,24.37609
2005,All Other Trade,All Other Trade,240.55,8.49
2005,All Other Trade,All Other Trade,221.17,27.82
2005,All Other Trade,All Other Trade,191.71,57.27
2005,All Other Trade,All Other Trade,38.08,210.32
2005,All Other Trade,All Other Trade,133.4,113.7
2005,All Other Trade,All Other Trade,36.37,210.72
2005,All Other Trade,All Other Trade,179.7,67.3
2005,All Other Trade,All Other Trade,140.78,105.96
2005,All Other Trade,All Other Trade,11.91,233.53
2005,All Other Trade,All Other Trade,58.68,186.16
2005,All Other Trade,All Other Trade,0,244.75
2005,All Other Trade,All Other Trade,103.73,140.99
2005,All Other Trade,All Other Trade,100.56,143.76
2005,All Other Trade,All Other Trade,243.02,1.01
2005,All Other Trade,All Other Trade,19.4,224.47
2005,All Other Trade,All Other Trade,60.54,182.62
2005,All Other Trade,All Other Trade,139.43,103.73
2005,All Other Trade,All Other Trade,227.92,14.99
2005,All Other Trade,All Other Trade,35.09,207.65
2005,All Other Trade,All Other Trade,158.26,83.71
2005,All Other Trade,All Other Trade,217.79,24.11
2005,All Other Trade,All Other Trade,218.87,22.98
2005,All Other Trade,All Other Trade,53.58,187.82
2005,All Other Trade,All Other Trade,0.57,240.76
2005,All Other Trade,All Other Trade,86.28,154.06
2005,All Other Trade,All Other Trade,211.87,28.34
2005,All Other Trade,All Other Trade,240.17,0
2005,All Other Trade,All Other Trade,0.58,239.06
2005,All Other Trade,All Other Trade,108.81,130.48
2005,All Other Trade,All Other Trade,0.94,238.31
2005,All Other Trade,All Other Trade,164.86,74.29
2005,All Other Trade,All Other Trade,98.05,140.51
2005,All Other Trade,All Other Trade,24.3,213.16
2005,All Other Trade,All Other Trade,234.65,2.38
2005,All Other Trade,All Other Trade,155.51,81.1
2005,All Other Trade,All Other Trade,172.63,63.5
2005,All Other Trade,All Other Trade,136.16,99.9
2005,All Other Trade,All Other Trade,9.35,226.61
2005,All Other Trade,All Other Trade,18.58,217.01
2005,All Other Trade,All Other Trade,1.89,233.54
2005,All Other Trade,All Other Trade,93.07,142.08
2005,All Other Trade,All Other Trade,76.64,157.53
2005,All Other Trade,All Other Trade,226.38,7.6
2005,All Other Trade,All Other Trade,227.78,5.76
2005,All Other Trade,All Other Trade,24.9,208.54
2005,All Other Trade,All Other Trade,138.85,94.26
2005,All Other Trade,All Other Trade,139.07,93.9
2005,All Other Trade,All Other Trade,158.45,74.49
2005,All Other Trade,All Other Trade,31.07,201.86
2005,All Other Trade,All Other Trade,41.31,191.5
2005,All Other Trade,All Other Trade,86.95,145.65
2005,All Other Trade,All Other Trade,229.57,2.89
2005,All Other Trade,All Other Trade,188.16,44.09
2005,All Other Trade,All Other Trade,23.31,208.62
2005,All Other Trade,All Other Trade,166.65,64.52
2005,All Other Trade,All Other Trade,5.11,224.95
2005,All Other Trade,All Other Trade,6.48,223.04
2005,All Other Trade,All Other Trade,201.6357,27.83391
2005,All Other Trade,All Other Trade,202.32,27.07
2005,All Other Trade,All Other Trade,225.54,3.27
2005,All Other Trade,All Other Trade,2.06,226.55
2005,All Other Trade,All Other Trade,84.49,144.1
2005,All Other Trade,All Other Trade,223.47,3.46
2005,All Other Trade,All Other Trade,89.5,137.39
2005,All Other Trade,All Other Trade,219.04,7.2
2005,All Other Trade,All Other Trade,194.67,31.41
2005,All Other Trade,All Other Trade,152.9,73.15
2005,All Other Trade,All Other Trade,0.55,224.79
2005,All Other Trade,All Other Trade,213.65,10.82
2005,All Other Trade,All Other Trade,142.88,80.66
2005,All Other Trade,All Other Trade,223.33,0.01
2005,All Other Trade,All Other Trade,58.23,165.08
2005,All Other Trade,All Other Trade,54,169.24
2005,All Other Trade,All Other Trade,143.01,80.05
2005,All Other Trade,All Other Trade,138.11,84.69
2005,All Other Trade,All Other Trade,206.29,15.89
2005,All Other Trade,All Other Trade,40.32,181.85
2005,All Other Trade,All Other Trade,221.84,0.04
2005,All Other Trade,All Other Trade,55.49,165.83
2005,All Other Trade,All Other Trade,181.45,39.51
2005,All Other Trade,All Other Trade,1.8,218.98
2005,All Other Trade,All Other Trade,48.08,172.58
2005,All Other Trade,All Other Trade,61.43,158.85
2005,All Other Trade,All Other Trade,194.74,24.98
2005,All Other Trade,All Other Trade,62.99,156.6
2005,All Other Trade,All Other Trade,86.05,133.52
2005,All Other Trade,All Other Trade,207.3,11.9
2005,All Other Trade,All Other Trade,75.23,143.86
2005,All Other Trade,All Other Trade,18.88708,199.7246
2005,All Other Trade,All Other Trade,187.7,30.91
2005,All Other Trade,All Other Trade,83.78,134.73
2005,All Other Trade,All Other Trade,75.57,142.2
2005,All Other Trade,All Other Trade,47.79,169.31
2005,All Other Trade,All Other Trade,156.19,60.9
2005,All Other Trade,All Other Trade,203.52,13.53
2005,All Other Trade,All Other Trade,64.28,152.71
2005,All Other Trade,All Other Trade,161.01,55.94
2005,All Other Trade,All Other Trade,71.85,144.91
2005,All Other Trade,All Other Trade,16.44,200.31
2005,All Other Trade,All Other Trade,79.94,136.7
2005,All Other Trade,All Other Trade,52.77,163.83
2005,All Other Trade,All Other Trade,39.46,176.78
2005,All Other Trade,All Other Trade,0.83,214.96
2005,All Other Trade,All Other Trade,158.31,55.69
2005,All Other Trade,All Other Trade,87.88,126.1
2005,All Other Trade,All Other Trade,121.82,92.14
2005,All Other Trade,All Other Trade,196.41,16.24
2005,All Other Trade,All Other Trade,175.49,37.05
2005,All Other Trade,All Other Trade,9.42,203.06
2005,All Other Trade,All Other Trade,177.31,35.12
2005,All Other Trade,All Other Trade,22.1,189.91
2005,All Other Trade,All Other Trade,0,212.01
2005,All Other Trade,All Other Trade,68.11,143.89
2005,All Other Trade,All Other Trade,188.7876,23.12623
2005,All Other Trade,All Other Trade,168.5,42.84
2005,All Other Trade,All Other Trade,135.38,74.31
2005,All Other Trade,All Other Trade,66.69,142.58
2005,All Other Trade,All Other Trade,206.07,2.59
2005,All Other Trade,All Other Trade,71.95,136.24
2005,All Other Trade,All Other Trade,157.62,50.26
2005,All Other Trade,All Other Trade,102.91,104.56
2005,All Other Trade,All Other Trade,88.43,119.03
2005,All Other Trade,All Other Trade,56.32,150.92
2005,All Other Trade,All Other Trade,103.8,103.3
2005,All Other Trade,All Other Trade,194.73,12
2005,All Other Trade,All Other Trade,141.08,65.23
2005,All Other Trade,All Other Trade,144.24,61.95
2005,All Other Trade,All Other Trade,143.64,62.53
2005,All Other Trade,All Other Trade,105.79,100.21
2005,All Other Trade,All Other Trade,151.16,54.77
2005,All Other Trade,All Other Trade,162.17,42.67
2005,All Other Trade,All Other Trade,149.95,54.54
2005,All Other Trade,All Other Trade,154.75,49.68
2005,All Other Trade,All Other Trade,28.2,175.95
2005,All Other Trade,All Other Trade,165.75,37.39
2005,All Other Trade,All Other Trade,73.18,129.93
2005,All Other Trade,All Other Trade,133.65,69.2
2005,All Other Trade,All Other Trade,103.05,99.58
2005,All Other Trade,All Other Trade,92.74,109.81
2005,All Other Trade,All Other Trade,136.71,65.62
2005,All Other Trade,All Other Trade,168.66,33.59
2005,All Other Trade,All Other Trade,29.9,172.33
2005,All Other Trade,All Other Trade,88.25,113.77
2005,All Other Trade,All Other Trade,98.56,102.71
2005,All Other Trade,All Other Trade,6.53,194.54
2005,All Other Trade,All Other Trade,132.48,68.54
2005,All Other Trade,All Other Trade,68.71,132.29
2005,All Other Trade,All Other Trade,104.36,96.6
2005,All Other Trade,All Other Trade,60.41,140.08
2005,All Other Trade,All Other Trade,162.4,37.87
2005,All Other Trade,All Other Trade,94.36,105.73
2005,All Other Trade,All Other Trade,1.36,198.7
2005,All Other Trade,All Other Trade,198.94,0.9
2005,All Other Trade,All Other Trade,54.36,145.31
2005,All Other Trade,All Other Trade,103.49,96.04
2005,All Other Trade,All Other Trade,137.7,61.38
2005,All Other Trade,All Other Trade,139.89,58.98
2005,All Other Trade,All Other Trade,10.04,188.56
2005,All Other Trade,All Other Trade,167.4216,31.09754
2005,All Other Trade,All Other Trade,120.75,77.64
2005,All Other Trade,All Other Trade,47.6,150.68
2005,All Other Trade,All Other Trade,103.06,95.09
2005,All Other Trade,All Other Trade,84.84,113.19
2005,All Other Trade,All Other Trade,51.47,146.35
2005,All Other Trade,All Other Trade,14.04,183.5
2005,All Other Trade,All Other Trade,92.77,104.58
2005,All Other Trade,All Other Trade,78.64,118.37
2005,All Other Trade,All Other Trade,89.48,107.4
2005,All Other Trade,All Other Trade,177.61,19.19
2005,All Other Trade,All Other Trade,193.92,1.79
2005,All Other Trade,All Other Trade,190.37,5.25
2005,All Other Trade,All Other Trade,92.92,102.64
2005,All Other Trade,All Other Trade,146.9,48.49
2005,All Other Trade,All Other Trade,124.6,70.5
2005,All Other Trade,All Other Trade,19.8,175.25
2005,All Other Trade,All Other Trade,55.8,138.82
2005,All Other Trade,All Other Trade,67.86,126.76
2005,All Other Trade,All Other Trade,72.05,122.49
2005,All Other Trade,All Other Trade,4.6,189.9
2005,All Other Trade,All Other Trade,79.19,115.08
2005,All Other Trade,All Other Trade,110.42,83.78
2005,All Other Trade,All Other Trade,77.59,115.4
2005,All Other Trade,All Other Trade,69.3,123.34
2005,All Other Trade,All Other Trade,128.26,64.32
2005,All Other Trade,All Other Trade,34.46,157.94
2005,All Other Trade,All Other Trade,65.24,126.75
2005,All Other Trade,All Other Trade,189.64,2.28
2005,All Other Trade,All Other Trade,159.29,32.5
2005,All Other Trade,All Other Trade,128.04,63.45
2005,All Other Trade,All Other Trade,138.39,52.83
2005,All Other Trade,All Other Trade,84.5,106.59
2005,All Other Trade,All Other Trade,49.8,141.28
2005,All Other Trade,All Other Trade,18.82,171.85
2005,All Other Trade,All Other Trade,118.7,71.95
2005,All Other Trade,All Other Trade,96.38,94.11
2005,All Other Trade,All Other Trade,82.49,108
2005,All Other Trade,All Other Trade,103.89,86.53
2005,All Other Trade,All Other Trade,72.45,117.68
2005,All Other Trade,All Other Trade,168.3,21.67
2005,All Other Trade,All Other Trade,48.05,141.83
2005,All Other Trade,All Other Trade,2.44,186.63
2005,All Other Trade,All Other Trade,152.8,36.04
2005,All Other Trade,All Other Trade,75.76,112.79
2005,All Other Trade,All Other Trade,56.26,132.01
2005,All Other Trade,All Other Trade,117.02,71.13
2005,All Other Trade,All Other Trade,106.52,81.46
2005,All Other Trade,All Other Trade,19.31,168.37
2005,All Other Trade,All Other Trade,173.12,14.45
2005,All Other Trade,All Other Trade,39.54,147.84
2005,All Other Trade,All Other Trade,23.81,163.3
2005,All Other Trade,All Other Trade,94.85,92.06
2005,All Other Trade,All Other Trade,29.77,156.92
2005,All Other Trade,All Other Trade,160.01,26.6
2005,All Other Trade,All Other Trade,0.16,186.42
2005,All Other Trade,All Other Trade,17.11,169.47
2005,All Other Trade,All Other Trade,181.96,4.45
2005,All Other Trade,All Other Trade,38.25,148.07
2005,All Other Trade,All Other Trade,0,186.26
2005,All Other Trade,All Other Trade,108.46,77.42
2005,All Other Trade,All Other Trade,139.95,45.52
2005,All Other Trade,All Other Trade,160.36,25.07
2005,All Other Trade,All Other Trade,171.96,13.23
2005,All Other Trade,All Other Trade,20.22,164.92
2005,All Other Trade,All Other Trade,76.40976,108.4567
2005,All Other Trade,All Other Trade,182.36,2.49
2005,All Other Trade,All Other Trade,124.72,60.08
2005,All Other Trade,All Other Trade,4.14,180.13
2005,All Other Trade,All Other Trade,71.52,112.74
2005,All Other Trade,All Other Trade,30.53,153.55
2005,All Other Trade,All Other Trade,154.18,29.46
2005,All Other Trade,All Other Trade,100.59,82.94
2005,All Other Trade,All Other Trade,183.14,0
2005,All Other Trade,All Other Trade,0,183.1
2005,All Other Trade,All Other Trade,4.64,178.39
2005,All Other Trade,All Other Trade,21.3,161.57
2005,All Other Trade,All Other Trade,21.17,161.68
2005,All Other Trade,All Other Trade,153.83,28.82
2005,All Other Trade,All Other Trade,179.7,2.78
2005,All Other Trade,All Other Trade,17.47,165
2005,All Other Trade,All Other Trade,180.68,1.5
2005,All Other Trade,All Other Trade,57.29,124.75
2005,All Other Trade,All Other Trade,166.73,15.08
2005,All Other Trade,All Other Trade,33.6,148.06
2005,All Other Trade,All Other Trade,72.61,108.94
2005,All Other Trade,All Other Trade,138.71,42.76
2005,All Other Trade,All Other Trade,174.38,7.05
2005,All Other Trade,All Other Trade,168.29,12.92
2005,All Other Trade,All Other Trade,1.44,179.45
2005,All Other Trade,All Other Trade,0.36,179.79
2005,All Other Trade,All Other Trade,173.99,6.11
2005,All Other Trade,All Other Trade,84.39,95.5
2005,All Other Trade,All Other Trade,126.6,53.07
2005,All Other Trade,All Other Trade,97.1,82.5
2005,All Other Trade,All Other Trade,99.05,80.53
2005,All Other Trade,All Other Trade,176.13,3.18
2005,All Other Trade,All Other Trade,104.47,74.8
2005,All Other Trade,All Other Trade,86.71,92.31
2005,All Other Trade,All Other Trade,0,178.93
2005,All Other Trade,All Other Trade,121.13,57.67
2005,All Other Trade,All Other Trade,178.5878,0.141534
2005,All Other Trade,All Other Trade,95.07,83.41
2005,All Other Trade,All Other Trade,97.5,80.85
2005,All Other Trade,All Other Trade,169.39,8.74
2005,All Other Trade,All Other Trade,148.47,29.46
2005,All Other Trade,All Other Trade,167.31,10.1
2005,All Other Trade,All Other Trade,65.66,111.17
2005,All Other Trade,All Other Trade,58.01,118.78
2005,All Other Trade,All Other Trade,168.89,7.83
2005,All Other Trade,All Other Trade,142.38,33.96
2005,All Other Trade,All Other Trade,2.4,173.34
2005,All Other Trade,All Other Trade,3.83,171.54
2005,All Other Trade,All Other Trade,59.14,115.64
2005,All Other Trade,All Other Trade,33.28,141.34
2005,All Other Trade,All Other Trade,173.78,0.51
2005,All Other Trade,All Other Trade,144.91,29.11
2005,All Other Trade,All Other Trade,107.99,66.01
2005,All Other Trade,All Other Trade,145.74,28.23
2005,All Other Trade,All Other Trade,1.88,172.02
2005,All Other Trade,All Other Trade,173.49,0.22
2005,All Other Trade,All Other Trade,39.51,133.88
2005,All Other Trade,All Other Trade,27.12,146.09
2005,All Other Trade,All Other Trade,10.06,162.8
2005,All Other Trade,All Other Trade,138.18,34.47
2005,All Other Trade,All Other Trade,100.09,72.51
2005,All Other Trade,All Other Trade,104.69,67.8
2005,All Other Trade,All Other Trade,163.2,8.91
2005,All Other Trade,All Other Trade,163.6,8.4
2005,All Other Trade,All Other Trade,71.76,99.37
2005,All Other Trade,All Other Trade,4.04,166.89
2005,All Other Trade,All Other Trade,38.39,132.41
2005,All Other Trade,All Other Trade,28.31,142.46
2005,All Other Trade,All Other Trade,104.82,65.84
2005,All Other Trade,All Other Trade,40.6,129.9
2005,All Other Trade,All Other Trade,108.44,61.89
2005,All Other Trade,All Other Trade,57.15,113
2005,All Other Trade,All Other Trade,54.05,115.66
2005,All Other Trade,All Other Trade,38.95,130.69
2005,All Other Trade,All Other Trade,35.54,133.9
2005,All Other Trade,All Other Trade,103.71,65.71
2005,All Other Trade,All Other Trade,18.84,150.44
2005,All Other Trade,All Other Trade,90.31,78.58
2005,All Other Trade,All Other Trade,73.48,95.4
2005,All Other Trade,All Other Trade,114.25,54.3
2005,All Other Trade,All Other Trade,14.34,154.15
2005,All Other Trade,All Other Trade,48.41,120.05
2005,All Other Trade,All Other Trade,160.03,8.26
2005,All Other Trade,All Other Trade,136.07,31.97
2005,All Other Trade,All Other Trade,143.41,24.03
2005,All Other Trade,All Other Trade,146.51,20.8
2005,All Other Trade,All Other Trade,24.46,142.83
2005,All Other Trade,All Other Trade,84.13,83.09
2005,All Other Trade,All Other Trade,110.8,56.07
2005,All Other Trade,All Other Trade,23.46,143.27
2005,All Other Trade,All Other Trade,37.55,128.79
2005,All Other Trade,All Other Trade,5.7,160.44
2005,All Other Trade,All Other Trade,29.34,136.57
2005,All Other Trade,All Other Trade,113.62,52.08
2005,All Other Trade,All Other Trade,85.85,79.71
2005,All Other Trade,All Other Trade,144.75,20.7
2005,All Other Trade,All Other Trade,32.78,132.64
2005,All Other Trade,All Other Trade,165.28,0.01
2005,All Other Trade,All Other Trade,1.41,163.27
2005,All Other Trade,All Other Trade,127.99,36.59
2005,All Other Trade,All Other Trade,16.27,147.51
2005,All Other Trade,All Other Trade,91.55,72.2
2005,All Other Trade,All Other Trade,38.67,124.98
2005,All Other Trade,All Other Trade,72.08,91.28
2005,All Other Trade,All Other Trade,38.82,124.34
2005,All Other Trade,All Other Trade,106.19,56.89
2005,All Other Trade,All Other Trade,56.46,106.36
2005,All Other Trade,All Other Trade,154.65,7.95
2005,All Other Trade,All Other Trade,100.03,62.51
2005,All Other Trade,All Other Trade,16.91,145.28
2005,All Other Trade,All Other Trade,140.53,21.54
2005,All Other Trade,All Other Trade,133.16,28.35
2005,All Other Trade,All Other Trade,151.77,9.7
2005,All Other Trade,All Other Trade,137.12,24.11
2005,All Other Trade,All Other Trade,119.69,41.3
2005,All Other Trade,All Other Trade,119.68,41.07
2005,All Other Trade,All Other Trade,143.67,16.78
2005,All Other Trade,All Other Trade,60.29,99.98
2005,All Other Trade,All Other Trade,133.78,26.35
2005,All Other Trade,All Other Trade,19.97,139.92
2005,All Other Trade,All Other Trade,42.03,117.57
2005,All Other Trade,All Other Trade,0.25,158.77
2005,All Other Trade,All Other Trade,134.49,24.4
2005,All Other Trade,All Other Trade,83.62,75.11
2005,All Other Trade,All Other Trade,126.46,32.24
2005,All Other Trade,All Other Trade,48.86,109.6
2005,All Other Trade,All Other Trade,46.8,111.49
2005,All Other Trade,All Other Trade,31.13,126.98
2005,All Other Trade,All Other Trade,19.63,138.23
