year,importer1,importer2,flow1,flow2
2000,All Other Trade,All Other Trade,0.33,5.97
2000,All Other Trade,All Other Trade,4.22,2.07
2000,All Other Trade,All Other Trade,1.61,4.68
2000,All Other Trade,All Other Trade,1.75,4.54
2000,All Other Trade,All Other Trade,0.11,6.17
2000,All Other Trade,All Other Trade,5.76,0.52
2000,All Other Trade,All Other Trade,6.28,0
2000,All Other Trade,All Other Trade,4.58,1.7
2000,All Other Trade,All Other Trade,2.29,3.99
2000,All Other Trade,All Other Trade,6.22,0.06
2000,All Other Trade,All Other Trade,1.19,5.08
2000,All Other Trade,All Other Trade,4.41,1.86
2000,All Other Trade,All Other Trade,5.6,0.67
2000,All Other Trade,All Other Trade,4.87,1.4
2000,All Other Trade,All Other Trade,0.927233,5.339745
2000,All Other Trade,All Other Trade,6.23,0.03
2000,All Other Trade,All Other Trade,2.99,3.27
2000,All Other Trade,All Other Trade,0,6.25
2000,All Other Trade,All Other Trade,0.16,6.09
2000,All Other Trade,All Other Trade,2.13,4.11
2000,All Other Trade,All Other Trade,0.15,6.08
2000,All Other Trade,All Other Trade,3.84,2.37
2000,All Other Trade,All Other Trade,3.15,3.06
2000,All Other Trade,All Other Trade,0.06,6.15
2000,All Other Trade,All Other Trade,5.46,0.75
2000,All Other Trade,All Other Trade,6.15,0.06
2000,All Other Trade,All Other Trade,6.1,0.1
2000,All Other Trade,All Other Trade,2.69,3.5
2000,All Other Trade,All Other Trade,0.38,5.8
2000,All Other Trade,All Other Trade,2.99,3.18
2000,All Other Trade,All Other Trade,4.01,2.14
2000,All Other Trade,All Other Trade,0.33,5.82
2000,All Other Trade,All Other Trade,0.63,5.52
2000,All Other Trade,All Other Trade,0.04,6.1
2000,All Other Trade,All Other Trade,6.13,0
2000,All Other Trade,All Other Trade,5.49,0.64
2000,All Other Trade,All Other Trade,5.94,0.18
2000,All Other Trade,All Other Trade,6,0.1
2000,All Other Trade,All Other Trade,5.73,0.36
2000,All Other Trade,All Other Trade,5.78,0.3
2000,All Other Trade,All Other Trade,4.98,1.1
2000,All Other Trade,All Other Trade,0,6.08
2000,All Other Trade,All Other Trade,5.49,0.59
2000,All Other Trade,All Other Trade,0.02,6.05
2000,All Other Trade,All Other Trade,6.02,0.05
2000,All Other Trade,All Other Trade,3.85,2.22
2000,All Other Trade,All Other Trade,0,6.05
2000,All Other Trade,All Other Trade,2.1,3.94
2000,All Other Trade,All Other Trade,0.9,5.14
2000,All Other Trade,All Other Trade,0,6.03
2000,All Other Trade,All Other Trade,1.3,4.73
2000,All Other Trade,All Other Trade,6.01,0.01
2000,All Other Trade,All Other Trade,5.99,0.03
2000,All Other Trade,All Other Trade,5.72,0.3
2000,All Other Trade,All Other Trade,2.77,3.24
2000,All Other Trade,All Other Trade,4.08,1.89
2000,All Other Trade,All Other Trade,0,5.96
2000,All Other Trade,All Other Trade,0.01,5.94
2000,All Other Trade,All Other Trade,4.19,1.76
2000,All Other Trade,All Other Trade,1.71,4.24
2000,All Other Trade,All Other Trade,5.62,0.33
2000,All Other Trade,All Other Trade,1.24,4.71
2000,All Other Trade,All Other Trade,1.15,4.79
2000,All Other Trade,All Other Trade,1.09,4.84
2000,All Other Trade,All Other Trade,5.85,0.07
2000,All Other Trade,All Other Trade,2.36,3.56
2000,All Other Trade,All Other Trade,5.74,0.18
2000,All Other Trade,All Other Trade,5.47,0.45
2000,All Other Trade,All Other Trade,5.47,0.44
2000,All Other Trade,All Other Trade,2.922531,2.980896
2000,All Other Trade,All Other Trade,5.1,0.8
2000,All Other Trade,All Other Trade,5.42,0.48
2000,All Other Trade,All Other Trade,1.45,4.44
2000,All Other Trade,All Other Trade,4.29,1.6
2000,All Other Trade,All Other Trade,5.7,0.17
2000,All Other Trade,All Other Trade,5.64,0.23
2000,All Other Trade,All Other Trade,5.6,0.27
2000,All Other Trade,All Other Trade,5.87,0
2000,All Other Trade,All Other Trade,5.86,0
2000,All Other Trade,All Other Trade,2.95,2.91
2000,All Other Trade,All Other Trade,4.34,1.51
2000,All Other Trade,All Other Trade,2.08,3.77
2000,All Other Trade,All Other Trade,5.56,0.28
2000,All Other Trade,All Other Trade,0.119174,5.715095
2000,All Other Trade,All Other Trade,5.64,0.19
2000,All Other Trade,All Other Trade,5.4,0.43
2000,All Other Trade,All Other Trade,2.5,3.33
2000,All Other Trade,All Other Trade,1.31,4.52
2000,All Other Trade,All Other Trade,5.71,0.11
2000,All Other Trade,All Other Trade,5.82,0
2000,All Other Trade,All Other Trade,5.78,0.04
2000,All Other Trade,All Other Trade,1.38,4.44
2000,All Other Trade,All Other Trade,0,5.81
2000,All Other Trade,All Other Trade,0,5.8
2000,All Other Trade,All Other Trade,5.3,0.5
2000,All Other Trade,All Other Trade,0.6,5.2
2000,All Other Trade,All Other Trade,0.88,4.9
2000,All Other Trade,All Other Trade,3.81,1.97
2000,All Other Trade,All Other Trade,5.77,0
2000,All Other Trade,All Other Trade,0.17,5.6
2000,All Other Trade,All Other Trade,1.88,3.89
2000,All Other Trade,All Other Trade,2.26,3.51
2000,All Other Trade,All Other Trade,1.17,4.59
2000,All Other Trade,All Other Trade,0.38,5.38
2000,All Other Trade,All Other Trade,4.37,1.39
2000,All Other Trade,All Other Trade,2.89,2.84
2000,All Other Trade,All Other Trade,1.71,4.01
2000,All Other Trade,All Other Trade,0,5.72
2000,All Other Trade,All Other Trade,5.04,0.68
2000,All Other Trade,All Other Trade,1.26,4.45
2000,All Other Trade,All Other Trade,0,5.71
2000,All Other Trade,All Other Trade,0.06,5.65
2000,All Other Trade,All Other Trade,2.95,2.76
2000,All Other Trade,All Other Trade,1.4,4.3
2000,All Other Trade,All Other Trade,4.66,1.03
2000,All Other Trade,All Other Trade,5.1,0.57
2000,All Other Trade,All Other Trade,0.5,5.17
2000,All Other Trade,All Other Trade,0.04,5.62
2000,All Other Trade,All Other Trade,2.66,3
2000,All Other Trade,All Other Trade,3.45,2.2
2000,All Other Trade,All Other Trade,5.51,0.14
2000,All Other Trade,All Other Trade,0,5.64
2000,All Other Trade,All Other Trade,5.55,0.08
2000,All Other Trade,All Other Trade,0.5,5.13
2000,All Other Trade,All Other Trade,5.6,0.03
2000,All Other Trade,All Other Trade,5.62,0.01
2000,All Other Trade,All Other Trade,5.11,0.52
2000,All Other Trade,All Other Trade,5.61,0.01
2000,All Other Trade,All Other Trade,3.51,2.11
2000,All Other Trade,All Other Trade,5.12,0.5
2000,All Other Trade,All Other Trade,5.45,0.17
2000,All Other Trade,All Other Trade,5.19,0.42
2000,All Other Trade,All Other Trade,0,5.61
2000,All Other Trade,All Other Trade,2.57,3.02
2000,All Other Trade,All Other Trade,5.59,0
2000,All Other Trade,All Other Trade,0.96,4.63
2000,All Other Trade,All Other Trade,0.3,5.28
2000,All Other Trade,All Other Trade,5.1,0.48
2000,All Other Trade,All Other Trade,0.89,4.69
2000,All Other Trade,All Other Trade,5.32,0.26
2000,All Other Trade,All Other Trade,0.19,5.38
2000,All Other Trade,All Other Trade,0.86,4.71
2000,All Other Trade,All Other Trade,5.53,0.03
2000,All Other Trade,All Other Trade,3.2,2.35
2000,All Other Trade,All Other Trade,2.14,3.41
2000,All Other Trade,All Other Trade,0.65,4.89
2000,All Other Trade,All Other Trade,5.48,0.06
2000,All Other Trade,All Other Trade,4.66,0.88
2000,All Other Trade,All Other Trade,1.99,3.55
2000,All Other Trade,All Other Trade,3.97,1.56
2000,All Other Trade,All Other Trade,3.69,1.83
2000,All Other Trade,All Other Trade,2.61,2.91
2000,All Other Trade,All Other Trade,5.44,0.08
2000,All Other Trade,All Other Trade,2.93,2.58
2000,All Other Trade,All Other Trade,0.73,4.78
2000,All Other Trade,All Other Trade,1.19,4.32
2000,All Other Trade,All Other Trade,0.14,5.37
2000,All Other Trade,All Other Trade,4.93,0.57
2000,All Other Trade,All Other Trade,0,5.5
2000,All Other Trade,All Other Trade,0.23,5.27
2000,All Other Trade,All Other Trade,1.22,4.27
2000,All Other Trade,All Other Trade,5.49,0
2000,All Other Trade,All Other Trade,2.54,2.94
2000,All Other Trade,All Other Trade,2.92,2.56
2000,All Other Trade,All Other Trade,5.06,0.42
2000,All Other Trade,All Other Trade,3.37,2.11
2000,All Other Trade,All Other Trade,3.13,2.34
2000,All Other Trade,All Other Trade,0.61,4.86
2000,All Other Trade,All Other Trade,0.57,4.9
2000,All Other Trade,All Other Trade,5.08,0.38
2000,All Other Trade,All Other Trade,2.9,2.56
2000,All Other Trade,All Other Trade,4.1,1.35
2000,All Other Trade,All Other Trade,3.15,2.3
2000,All Other Trade,All Other Trade,5.44,0
2000,All Other Trade,All Other Trade,0.21,5.23
2000,All Other Trade,All Other Trade,0.01,5.42
2000,All Other Trade,All Other Trade,0.9,4.53
2000,All Other Trade,All Other Trade,3.98,1.45
2000,All Other Trade,All Other Trade,4.55,0.88
2000,All Other Trade,All Other Trade,1.14,4.29
2000,All Other Trade,All Other Trade,0.27,5.16
2000,All Other Trade,All Other Trade,0.01,5.41
2000,All Other Trade,All Other Trade,0,5.42
2000,All Other Trade,All Other Trade,0.75,4.67
2000,All Other Trade,All Other Trade,3.3,2.12
2000,All Other Trade,All Other Trade,0.24,5.18
2000,All Other Trade,All Other Trade,4.24,1.18
2000,All Other Trade,All Other Trade,0.59,4.82
2000,All Other Trade,All Other Trade,1.72,3.69
2000,All Other Trade,All Other Trade,0,5.41
2000,All Other Trade,All Other Trade,0.12,5.29
2000,All Other Trade,All Other Trade,3.48,1.92
2000,All Other Trade,All Other Trade,5.4,0
2000,All Other Trade,All Other Trade,4.32,1.07
2000,All Other Trade,All Other Trade,5.39,0
2000,All Other Trade,All Other Trade,0.79,4.59
2000,All Other Trade,All Other Trade,1.59,3.79
2000,All Other Trade,All Other Trade,0.7,4.68
2000,All Other Trade,All Other Trade,5.32,0.04
2000,All Other Trade,All Other Trade,4.37,0.99
2000,All Other Trade,All Other Trade,5.34,0.01
2000,All Other Trade,All Other Trade,4.05,1.3
2000,All Other Trade,All Other Trade,5.15,0.2
2000,All Other Trade,All Other Trade,5.06,0.28
2000,All Other Trade,All Other Trade,0,5.34
2000,All Other Trade,All Other Trade,2.63,2.71
2000,All Other Trade,All Other Trade,0.77,4.57
2000,All Other Trade,All Other Trade,5.33,0
2000,All Other Trade,All Other Trade,5.33,0
2000,All Other Trade,All Other Trade,3.83,1.5
2000,All Other Trade,All Other Trade,4.530311,0.794552
2000,All Other Trade,All Other Trade,0.01,5.31
2000,All Other Trade,All Other Trade,1.93,3.39
2000,All Other Trade,All Other Trade,0,5.32
2000,All Other Trade,All Other Trade,4.02,1.3
2000,All Other Trade,All Other Trade,4.31,1.01
2000,All Other Trade,All Other Trade,4.61,0.7
2000,All Other Trade,All Other Trade,5.29,0.02
2000,All Other Trade,All Other Trade,3.75,1.56
2000,All Other Trade,All Other Trade,0,5.31
2000,All Other Trade,All Other Trade,5.3,0
2000,All Other Trade,All Other Trade,1.45,3.85
2000,All Other Trade,All Other Trade,5.28,0.02
2000,All Other Trade,All Other Trade,0,5.3
2000,All Other Trade,All Other Trade,2.75,2.55
2000,All Other Trade,All Other Trade,4.2,1.1
2000,All Other Trade,All Other Trade,4.82,0.46
2000,All Other Trade,All Other Trade,5.28,0
2000,All Other Trade,All Other Trade,2.71,2.57
2000,All Other Trade,All Other Trade,0.6,4.67
2000,All Other Trade,All Other Trade,2.39,2.87
2000,All Other Trade,All Other Trade,2.32,2.94
2000,All Other Trade,All Other Trade,0,5.26
2000,All Other Trade,All Other Trade,5.25,0.01
2000,All Other Trade,All Other Trade,2.36,2.89
2000,All Other Trade,All Other Trade,1.33,3.92
2000,All Other Trade,All Other Trade,0.4,4.84
2000,All Other Trade,All Other Trade,0.59,4.65
2000,All Other Trade,All Other Trade,3.7,1.53
2000,All Other Trade,All Other Trade,2.68,2.54
2000,All Other Trade,All Other Trade,5.14,0.08
2000,All Other Trade,All Other Trade,4.85,0.37
2000,All Other Trade,All Other Trade,3.948957,1.263209
2000,All Other Trade,All Other Trade,0,5.21
2000,All Other Trade,All Other Trade,5.21,0
2000,All Other Trade,All Other Trade,4.42,0.79
2000,All Other Trade,All Other Trade,4.4,0.79
2000,All Other Trade,All Other Trade,4.09,1.1
2000,All Other Trade,All Other Trade,4.36,0.83
2000,All Other Trade,All Other Trade,0.2,4.99
2000,All Other Trade,All Other Trade,4.29,0.88
2000,All Other Trade,All Other Trade,2.87,2.3
2000,All Other Trade,All Other Trade,0.01,5.16
2000,All Other Trade,All Other Trade,0.01,5.15
2000,All Other Trade,All Other Trade,5.12,0.04
2000,All Other Trade,All Other Trade,5.1,0.06
2000,All Other Trade,All Other Trade,2.14,3.02
2000,All Other Trade,All Other Trade,0.44,4.71
2000,All Other Trade,All Other Trade,4.37,0.78
2000,All Other Trade,All Other Trade,5.07,0.07
2000,All Other Trade,All Other Trade,3.79,1.35
2000,All Other Trade,All Other Trade,4.23,0.9
2000,All Other Trade,All Other Trade,2.12,3
2000,All Other Trade,All Other Trade,2.01,3.11
2000,All Other Trade,All Other Trade,0,5.12
2000,All Other Trade,All Other Trade,4.83,0.28
2000,All Other Trade,All Other Trade,4.43,0.68
2000,All Other Trade,All Other Trade,0.12,4.99
2000,All Other Trade,All Other Trade,3.9,1.2
2000,All Other Trade,All Other Trade,3.26,1.84
2000,All Other Trade,All Other Trade,0.09,5
2000,All Other Trade,All Other Trade,4.95,0.14
2000,All Other Trade,All Other Trade,0.3,4.78
2000,All Other Trade,All Other Trade,4.8,0.28
2000,All Other Trade,All Other Trade,4.99,0.09
2000,All Other Trade,All Other Trade,5.08,0
2000,All Other Trade,All Other Trade,4.46,0.62
2000,All Other Trade,All Other Trade,4.54,0.54
2000,All Other Trade,All Other Trade,3.47,1.61
2000,All Other Trade,All Other Trade,4.84,0.23
2000,All Other Trade,All Other Trade,1.92,3.15
2000,All Other Trade,All Other Trade,4.93,0.14
2000,All Other Trade,All Other Trade,0.61,4.45
2000,All Other Trade,All Other Trade,0.36,4.69
2000,All Other Trade,All Other Trade,5.05,0
2000,All Other Trade,All Other Trade,0.36,4.69
2000,All Other Trade,All Other Trade,4.93,0.11
2000,All Other Trade,All Other Trade,2.86,2.18
2000,All Other Trade,All Other Trade,4.91,0.13
2000,All Other Trade,All Other Trade,0.08,4.96
2000,All Other Trade,All Other Trade,0.09,4.95
2000,All Other Trade,All Other Trade,4.84,0.2
2000,All Other Trade,All Other Trade,0.35,4.69
2000,All Other Trade,All Other Trade,3.14,1.88
2000,All Other Trade,All Other Trade,0.22,4.8
2000,All Other Trade,All Other Trade,4.65,0.37
2000,All Other Trade,All Other Trade,1.13,3.89
2000,All Other Trade,All Other Trade,4.93,0.06
2000,All Other Trade,All Other Trade,2.33,2.66
2000,All Other Trade,All Other Trade,0.78,4.2
2000,All Other Trade,All Other Trade,4.91,0.06
2000,All Other Trade,All Other Trade,0.01,4.95
2000,All Other Trade,All Other Trade,0.16,4.8
2000,All Other Trade,All Other Trade,0.42,4.53
2000,All Other Trade,All Other Trade,3.19,1.76
2000,All Other Trade,All Other Trade,2.95,2
2000,All Other Trade,All Other Trade,0,4.95
2000,All Other Trade,All Other Trade,0.14,4.8
2000,All Other Trade,All Other Trade,0.4,4.54
2000,All Other Trade,All Other Trade,4.61,0.32
2000,All Other Trade,All Other Trade,2.4,2.53
2000,All Other Trade,All Other Trade,4.48,0.45
2000,All Other Trade,All Other Trade,4.29,0.64
2000,All Other Trade,All Other Trade,0.75,4.18
2000,All Other Trade,All Other Trade,3.25,1.68
2000,All Other Trade,All Other Trade,4.21,0.69
2000,All Other Trade,All Other Trade,4.44,0.46
2000,All Other Trade,All Other Trade,2.13,2.76
2000,All Other Trade,All Other Trade,4.46,0.43
2000,All Other Trade,All Other Trade,4.46,0.43
2000,All Other Trade,All Other Trade,4.88,0
2000,All Other Trade,All Other Trade,4.42,0.46
2000,All Other Trade,All Other Trade,0.01,4.87
2000,All Other Trade,All Other Trade,4.79,0.08
2000,All Other Trade,All Other Trade,2.35,2.52
2000,All Other Trade,All Other Trade,4.87,0
2000,All Other Trade,All Other Trade,3.73,1.14
2000,All Other Trade,All Other Trade,4.82,0.04
2000,All Other Trade,All Other Trade,1.34,3.52
2000,All Other Trade,All Other Trade,4.8,0.06
2000,All Other Trade,All Other Trade,2.67,2.18
2000,All Other Trade,All Other Trade,2.7,2.15
2000,All Other Trade,All Other Trade,2.81,2.04
2000,All Other Trade,All Other Trade,1.15,3.69
2000,All Other Trade,All Other Trade,0.04,4.8
2000,All Other Trade,All Other Trade,1.95,2.88
2000,All Other Trade,All Other Trade,4.62,0.21
2000,All Other Trade,All Other Trade,1.17,3.65
2000,All Other Trade,All Other Trade,0.2,4.62
2000,All Other Trade,All Other Trade,4.81,0
2000,All Other Trade,All Other Trade,0.3,4.5
2000,All Other Trade,All Other Trade,4.8,0
2000,All Other Trade,All Other Trade,4.8,0
2000,All Other Trade,All Other Trade,4.23,0.57
2000,All Other Trade,All Other Trade,0.31,4.48
2000,All Other Trade,All Other Trade,0.23,4.56
2000,All Other Trade,All Other Trade,0,4.79
2000,All Other Trade,All Other Trade,0.17,4.61
2000,All Other Trade,All Other Trade,0.11,4.67
2000,All Other Trade,All Other Trade,3.28,1.5
2000,All Other Trade,All Other Trade,4.77,0
2000,All Other Trade,All Other Trade,1.45,3.32
2000,All Other Trade,All Other Trade,0.1,4.67
2000,All Other Trade,All Other Trade,0.1,4.67
2000,All Other Trade,All Other Trade,0.58,4.19
2000,All Other Trade,All Other Trade,0.05,4.72
2000,All Other Trade,All Other Trade,4.39,0.38
2000,All Other Trade,All Other Trade,2.67,2.09
2000,All Other Trade,All Other Trade,3.48,1.27
2000,All Other Trade,All Other Trade,1.77,2.98
2000,All Other Trade,All Other Trade,0.5,4.25
2000,All Other Trade,All Other Trade,3.06,1.69
2000,All Other Trade,All Other Trade,4.35,0.4
2000,All Other Trade,All Other Trade,3.14,1.61
2000,All Other Trade,All Other Trade,0.38,4.36
2000,All Other Trade,All Other Trade,0.18,4.56
2000,All Other Trade,All Other Trade,4.74,0
2000,All Other Trade,All Other Trade,4.73,0
2000,All Other Trade,All Other Trade,4.62,0.1
2000,All Other Trade,All Other Trade,0.04,4.67
2000,All Other Trade,All Other Trade,3.13,1.58
2000,All Other Trade,All Other Trade,4.57,0.13
2000,All Other Trade,All Other Trade,4.5,0.19
2000,All Other Trade,All Other Trade,4.01,0.68
2000,All Other Trade,All Other Trade,4.16,0.53
2000,All Other Trade,All Other Trade,0.36,4.32
2000,All Other Trade,All Other Trade,3.73,0.95
2000,All Other Trade,All Other Trade,4.27,0.41
2000,All Other Trade,All Other Trade,0.01,4.66
2000,All Other Trade,All Other Trade,3.65,1.02
2000,All Other Trade,All Other Trade,0.53,4.13
2000,All Other Trade,All Other Trade,0.87,3.78
2000,All Other Trade,All Other Trade,4.53,0.12
2000,All Other Trade,All Other Trade,3.7,0.95
2000,All Other Trade,All Other Trade,0,4.64
2000,All Other Trade,All Other Trade,4.62,0.02
2000,All Other Trade,All Other Trade,0.69,3.95
2000,All Other Trade,All Other Trade,1.44,3.19
2000,All Other Trade,All Other Trade,0,4.62
2000,All Other Trade,All Other Trade,2.4,2.22
2000,All Other Trade,All Other Trade,4.51,0.1
2000,All Other Trade,All Other Trade,2.72,1.89
2000,All Other Trade,All Other Trade,4.5,0.11
2000,All Other Trade,All Other Trade,0,4.6
2000,All Other Trade,All Other Trade,0.68,3.92
2000,All Other Trade,All Other Trade,0.17,4.43
2000,All Other Trade,All Other Trade,0,4.59
2000,All Other Trade,All Other Trade,4.59,0
2000,All Other Trade,All Other Trade,0.35,4.24
2000,All Other Trade,All Other Trade,0.21,4.37
2000,All Other Trade,All Other Trade,2.59,1.99
2000,All Other Trade,All Other Trade,4.58,0
2000,All Other Trade,All Other Trade,0,4.58
2000,All Other Trade,All Other Trade,2.78,1.8
2000,All Other Trade,All Other Trade,3.6,0.97
2000,All Other Trade,All Other Trade,1.21,3.36
2000,All Other Trade,All Other Trade,0.05,4.51
2000,All Other Trade,All Other Trade,0.6,3.96
2000,All Other Trade,All Other Trade,0,4.55
2000,All Other Trade,All Other Trade,4.05,0.5
2000,All Other Trade,All Other Trade,3.97,0.58
2000,All Other Trade,All Other Trade,2.54,2
2000,All Other Trade,All Other Trade,3,1.54
2000,All Other Trade,All Other Trade,2.27,2.27
2000,All Other Trade,All Other Trade,0.49,4.05
2000,All Other Trade,All Other Trade,2.05,2.49
2000,All Other Trade,All Other Trade,4.535641,0
2000,All Other Trade,All Other Trade,4.51,0.02
2000,All Other Trade,All Other Trade,1.93,2.6
2000,All Other Trade,All Other Trade,0.7,3.82
2000,All Other Trade,All Other Trade,4.09,0.42
2000,All Other Trade,All Other Trade,0.33,4.17
2000,All Other Trade,All Other Trade,2.64,1.86
2000,All Other Trade,All Other Trade,0.18,4.32
2000,All Other Trade,All Other Trade,0.28,4.21
2000,All Other Trade,All Other Trade,3.16,1.32
2000,All Other Trade,All Other Trade,4.14,0.34
2000,All Other Trade,All Other Trade,4.35,0.13
2000,All Other Trade,All Other Trade,0.21,4.27
2000,All Other Trade,All Other Trade,0,4.48
2000,All Other Trade,All Other Trade,4.48,0
2000,All Other Trade,All Other Trade,4.44,0.03
2000,All Other Trade,All Other Trade,1.48,2.99
2000,All Other Trade,All Other Trade,1.65,2.82
2000,All Other Trade,All Other Trade,0.16,4.31
2000,All Other Trade,All Other Trade,0,4.46
2000,All Other Trade,All Other Trade,4.46,0
2000,All Other Trade,All Other Trade,1.26,3.19
2000,All Other Trade,All Other Trade,3.51,0.94
2000,All Other Trade,All Other Trade,1.4,3.05
2000,All Other Trade,All Other Trade,0.01,4.43
2000,All Other Trade,All Other Trade,3.68,0.75
2000,All Other Trade,All Other Trade,4.42,0.01
2000,All Other Trade,All Other Trade,2.6,1.83
2000,All Other Trade,All Other Trade,4.13,0.29
2000,All Other Trade,All Other Trade,0.73,3.69
2000,All Other Trade,All Other Trade,1.28,3.14
2000,All Other Trade,All Other Trade,2.13,2.29
2000,All Other Trade,All Other Trade,1.26,3.15
2000,All Other Trade,All Other Trade,4.33,0.07
2000,All Other Trade,All Other Trade,4.36,0.04
2000,All Other Trade,All Other Trade,1.01,3.39
2000,All Other Trade,All Other Trade,4.19,0.19
2000,All Other Trade,All Other Trade,3.78,0.6
2000,All Other Trade,All Other Trade,2.42,1.95
2000,All Other Trade,All Other Trade,4.37,0
2000,All Other Trade,All Other Trade,1.05,3.32
2000,All Other Trade,All Other Trade,0,4.36
2000,All Other Trade,All Other Trade,4.12,0.24
2000,All Other Trade,All Other Trade,0.16,4.2
2000,All Other Trade,All Other Trade,0.01,4.34
2000,All Other Trade,All Other Trade,0.38,3.96
2000,All Other Trade,All Other Trade,4.05,0.29
2000,All Other Trade,All Other Trade,4.26,0.08
2000,All Other Trade,All Other Trade,4.34,0
2000,All Other Trade,All Other Trade,2.97,1.36
2000,All Other Trade,All Other Trade,3.13,1.2
2000,All Other Trade,All Other Trade,4.2,0.12
2000,All Other Trade,All Other Trade,0.16,4.16
2000,All Other Trade,All Other Trade,4.15,0.16
2000,All Other Trade,All Other Trade,0.49,3.8
2000,All Other Trade,All Other Trade,2.52,1.77
2000,All Other Trade,All Other Trade,4.28,0
2000,All Other Trade,All Other Trade,0.1,4.18
2000,All Other Trade,All Other Trade,4.08,0.2
2000,All Other Trade,All Other Trade,0.86,3.41
2000,All Other Trade,All Other Trade,3.29,0.98
2000,All Other Trade,All Other Trade,2.19,2.07
2000,All Other Trade,All Other Trade,3.88,0.38
2000,All Other Trade,All Other Trade,0.19,4.07
2000,All Other Trade,All Other Trade,0.37,3.89
2000,All Other Trade,All Other Trade,0.15,4.11
2000,All Other Trade,All Other Trade,0.8,3.45
2000,All Other Trade,All Other Trade,1.35,2.9
2000,All Other Trade,All Other Trade,0,4.25
2000,All Other Trade,All Other Trade,0.83,3.42
2000,All Other Trade,All Other Trade,3.42,0.82
2000,All Other Trade,All Other Trade,1.64,2.6
2000,All Other Trade,All Other Trade,0.48,3.76
2000,All Other Trade,All Other Trade,0,4.23
2000,All Other Trade,All Other Trade,4.11,0.12
2000,All Other Trade,All Other Trade,3.85,0.38
2000,All Other Trade,All Other Trade,0.13,4.09
2000,All Other Trade,All Other Trade,0,4.22
2000,All Other Trade,All Other Trade,1.82,2.39
2000,All Other Trade,All Other Trade,3.39,0.82
2000,All Other Trade,All Other Trade,4.2,0
2000,All Other Trade,All Other Trade,2.8,1.4
2000,All Other Trade,All Other Trade,3.22,0.98
2000,All Other Trade,All Other Trade,2.93,1.27
2000,All Other Trade,All Other Trade,2.16,2.04
2000,All Other Trade,All Other Trade,0,4.19
2000,All Other Trade,All Other Trade,0.11,4.08
2000,All Other Trade,All Other Trade,1.55,2.63
2000,All Other Trade,All Other Trade,3.77,0.41
2000,All Other Trade,All Other Trade,3.3,0.88
2000,All Other Trade,All Other Trade,4.18,0
2000,All Other Trade,All Other Trade,1.27,2.9
2000,All Other Trade,All Other Trade,4.1,0.07
2000,All Other Trade,All Other Trade,0.31,3.86
2000,All Other Trade,All Other Trade,2.57,1.59
2000,All Other Trade,All Other Trade,0.41,3.75
2000,All Other Trade,All Other Trade,4.15,0
2000,All Other Trade,All Other Trade,0.27,3.88
2000,All Other Trade,All Other Trade,4.06,0.09
2000,All Other Trade,All Other Trade,0.97,3.17
2000,All Other Trade,All Other Trade,2.8,1.34
2000,All Other Trade,All Other Trade,0.02,4.12
2000,All Other Trade,All Other Trade,0.33,3.8
2000,All Other Trade,All Other Trade,4.04,0.09
2000,All Other Trade,All Other Trade,4.13,0
2000,All Other Trade,All Other Trade,3.86,0.27
2000,All Other Trade,All Other Trade,4.09,0.03
2000,All Other Trade,All Other Trade,2.06,2.06
2000,All Other Trade,All Other Trade,1.82,2.3
2000,All Other Trade,All Other Trade,0.18,3.93
2000,All Other Trade,All Other Trade,3.72,0.39
2000,All Other Trade,All Other Trade,4.09,0.02
2000,All Other Trade,All Other Trade,0.28,3.83
2000,All Other Trade,All Other Trade,3.33,0.78
2000,All Other Trade,All Other Trade,1.27,2.84
2000,All Other Trade,All Other Trade,4.05,0.05
2000,All Other Trade,All Other Trade,4.03,0.07
2000,All Other Trade,All Other Trade,3.51,0.59
2000,All Other Trade,All Other Trade,2.77,1.33
2000,All Other Trade,All Other Trade,4.08,0.02
2000,All Other Trade,All Other Trade,4.1,0
2000,All Other Trade,All Other Trade,0.9,3.2
2000,All Other Trade,All Other Trade,0.59,3.5
2000,All Other Trade,All Other Trade,0.45,3.64
2000,All Other Trade,All Other Trade,2.92,1.17
2000,All Other Trade,All Other Trade,2.42,1.66
2000,All Other Trade,All Other Trade,3.97,0.11
2000,All Other Trade,All Other Trade,0,4.07
2000,All Other Trade,All Other Trade,4,0.06
2000,All Other Trade,All Other Trade,0.02,4.04
2000,All Other Trade,All Other Trade,4.04,0.02
2000,All Other Trade,All Other Trade,4.05,0
2000,All Other Trade,All Other Trade,3.18,0.87
2000,All Other Trade,All Other Trade,3.47,0.57
2000,All Other Trade,All Other Trade,0.63,3.41
2000,All Other Trade,All Other Trade,4.02,0.01
2000,All Other Trade,All Other Trade,0.04,3.99
2000,All Other Trade,All Other Trade,3.95,0.08
2000,All Other Trade,All Other Trade,3.6,0.43
2000,All Other Trade,All Other Trade,3.93,0.09
2000,All Other Trade,All Other Trade,3.96,0.06
2000,All Other Trade,All Other Trade,3.92,0.1
2000,All Other Trade,All Other Trade,0.49,3.53
2000,All Other Trade,All Other Trade,1.43,2.59
2000,All Other Trade,All Other Trade,3.7,0.32
2000,All Other Trade,All Other Trade,1.6,2.41
2000,All Other Trade,All Other Trade,1.57,2.44
2000,All Other Trade,All Other Trade,3.74,0.26
2000,All Other Trade,All Other Trade,2.3,1.7
